barangay_clean,barangay_alt_name,barangay_psgc,city/municipality,city/mun_psgc,province,province_psgc,region_number,region_name,region_psgc,island_group,country,country_psgc,area_sqkm,helper,category,ai_guess,barangay_raw,groundtruth,Checked?,match category-ai guess,match ai-groundtruth,Notes
Santa Ines,,PH0301405014,Bulacan,PH0301405,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.1620707584,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santa Ines,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Taliptip,,PH0301405015,Bulacan,PH0301405,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,23.79579622,,Other,"Animals - e.g. Talaba, Rooster, Tatiyao, Rooster, Carabao",Taliptip,"Animals - e.g. Talaba, Rooster, Tatiyao, Rooster, Carabao",TRUE,FALSE,TRUE,
Tibig,,PH0301405016,Bulacan,PH0301405,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.2887935763,Duplicate,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Tibig,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,TRUE,TRUE,
Bonga Mayor,,PH0301406001,Bustos,PH0301406,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.975884661,,Other Persons,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Bonga Mayor,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,TRUE,FALSE,
Bonga Menor,,PH0301406002,Bustos,PH0301406,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.647142152,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Bonga Menor,Other,TRUE,FALSE,FALSE,Small fruit/produce?
Buisan,,PH0301406003,Bustos,PH0301406,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.6687571778,,Other,Other,Buisan,Other,TRUE,TRUE,TRUE,
Camachilihan,,PH0301406004,Bustos,PH0301406,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.897944521,,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Camachilihan,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,TRUE,TRUE,
Cambaog,,PH0301406005,Bustos,PH0301406,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.931605176,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Cambaog,Other,TRUE,TRUE,FALSE,
Catacte,,PH0301406006,Bustos,PH0301406,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,5.19885326,,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Catacte,Other,TRUE,TRUE,FALSE,
Liciada,,PH0301406007,Bustos,PH0301406,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.171960102,,Other,Other,Liciada,Other,TRUE,TRUE,TRUE,
Malamig,,PH0301406008,Bustos,PH0301406,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.959628148,Duplicate,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Malamig,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,FALSE,TRUE,
Malawak,,PH0301406009,Bustos,PH0301406,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.221548947,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Malawak,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,FALSE,TRUE,
Poblacion,,PH0301406010,Bustos,PH0301406,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.580876121,Duplicate,Poblacion (Town Proper),"Town Proper - Poblacion, Central references",Poblacion,"Town Proper - Poblacion, Central references",TRUE,TRUE,TRUE,
San Pedro,,PH0301406011,Bustos,PH0301406,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.95421937,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Pedro,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Talampas,,PH0301406012,Bustos,PH0301406,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.383009978,,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Talampas,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",TRUE,TRUE,TRUE,
Tanawan,,PH0301406013,Bustos,PH0301406,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.142870734,Duplicate,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Tanawan,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",TRUE,TRUE,TRUE,
Tibagan,,PH0301406014,Bustos,PH0301406,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.130731035,Duplicate,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Tibagan,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,TRUE,FALSE,
Balite,,PH0301407001,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.787713555,Duplicate,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Balite,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,TRUE,TRUE,Could be Balete
Balungao,,PH0301407002,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.6710216082,,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Balungao,Other,TRUE,TRUE,FALSE,
Buguion,,PH0301407004,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.56005545,,Other,Other,Buguion,Other,TRUE,TRUE,TRUE,
Bulusan,,PH0301407005,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.293947954,,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Bulusan,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",TRUE,TRUE,TRUE,
Calizon,,PH0301407006,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.9746406248,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Calizon,Other,TRUE,TRUE,FALSE,
Calumpang,,PH0301407007,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.7648327,Duplicate,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Calumpang,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,TRUE,TRUE,
Caniogan,,PH0301407008,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.8217619849,Duplicate,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Caniogan,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,TRUE,FALSE,
Corazon,,PH0301407009,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.2150755316,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Corazon,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,TRUE,FALSE,Corazon Aquino? Or heart?
Frances,,PH0301407010,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.200174033,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Frances,Other,TRUE,TRUE,FALSE,
Gatbuca,,PH0301407011,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.5468797784,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Gatbuca,Other,TRUE,TRUE,FALSE,
Gugo,,PH0301407012,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.361887719,,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Gugo,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,TRUE,TRUE,
Iba Este,,PH0301407013,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.081547021,,Other,"Directional - North, South, East, West, Upper, Lower, or related names",Iba Este,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,FALSE,FALSE,
Iba OEste,,PH0301407014,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.912763402,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Iba O'Este,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,TRUE,FALSE,
Longos,,PH0301407015,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.391186869,Duplicate,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Longos,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",TRUE,TRUE,TRUE,
Meysulao,,PH0301407016,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.734068579,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Meysulao,Other,TRUE,TRUE,FALSE,
Meyto,,PH0301407017,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.481353979,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Meyto,Other,TRUE,TRUE,FALSE,
Palimbang,,PH0301407018,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.3067527574,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Palimbang,Other,TRUE,TRUE,FALSE,
Panducot,,PH0301407019,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.104786169,,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Panducot,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,TRUE,FALSE,
Pio Cruzcosa,,PH0301407020,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.251615777,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Pio Cruzcosa,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",TRUE,TRUE,TRUE,
Poblacion,,PH0301407021,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.174592982,Duplicate,Poblacion (Town Proper),"Town Proper - Poblacion, Central references",Poblacion,"Town Proper - Poblacion, Central references",TRUE,TRUE,TRUE,
Pungo,,PH0301407022,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,7.126345498,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Pungo,Other,TRUE,FALSE,FALSE,?
San Jose,,PH0301407023,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.879181616,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Jose,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Marcos,,PH0301407024,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.3666110903,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Marcos,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Miguel,,PH0301407025,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.509526332,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Miguel,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Santa Lucia,,PH0301407026,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.286022834,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santa Lucia,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Santo Nino,,PH0301407027,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.348239566,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santo Niño,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Sapang Bayan,,PH0301407028,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.991175469,,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Sapang Bayan,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",TRUE,TRUE,TRUE,
Sergio Bayan,,PH0301407029,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.6123663963,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Sergio Bayan,Other,TRUE,TRUE,FALSE,
Sucol,,PH0301407030,Calumpit,PH0301407,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.04439473111,Duplicate,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Sucol,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",TRUE,TRUE,TRUE,
Cutcut,,PH0301408001,Guiguinto,PH0301408,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.298099648,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Cutcut,Other,TRUE,TRUE,FALSE,Unclear if related to Kapampangan
Daungan,,PH0301408002,Guiguinto,PH0301408,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.258390143,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Daungan,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",TRUE,TRUE,TRUE,
Ilang-Ilang,,PH0301408003,Guiguinto,PH0301408,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.660209503,,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Ilang-Ilang,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,TRUE,TRUE,
Malis,,PH0301408004,Guiguinto,PH0301408,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.495811152,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Malis,Other,TRUE,FALSE,FALSE,
Panginay,,PH0301408005,Guiguinto,PH0301408,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.5261499933,Duplicate,Other,Other,Panginay,Other,TRUE,TRUE,TRUE,
Poblacion,,PH0301408006,Guiguinto,PH0301408,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.8660838106,Duplicate,Poblacion (Town Proper),"Town Proper - Poblacion, Central references",Poblacion,"Town Proper - Poblacion, Central references",TRUE,TRUE,TRUE,
Pritil,,PH0301408007,Guiguinto,PH0301408,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.914403323,,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Pritil,Other,TRUE,TRUE,FALSE,
Pulong Gubat,,PH0301408008,Guiguinto,PH0301408,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.045037733,Duplicate,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Pulong Gubat,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",TRUE,TRUE,FALSE,
Santa Cruz,,PH0301408009,Guiguinto,PH0301408,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.408594678,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santa Cruz,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Santa Rita,,PH0301408010,Guiguinto,PH0301408,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.897651443,,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santa Rita,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Tabang,,PH0301408011,Guiguinto,PH0301408,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.656960535,Duplicate,Other,Other,Tabang,Other,TRUE,TRUE,TRUE,
Tabe,,PH0301408012,Guiguinto,PH0301408,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.085744148,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Tabe,Other,TRUE,TRUE,FALSE,
